Video_ID,url,embed_url
1213,https://www.ted.com/talks/svante_paeaebo_dna_clues_to_our_inner_neanderthal,https://embed.ted.com/talks/svante_paeaebo_dna_clues_to_our_inner_neanderthal
1743,https://www.ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard,https://embed.ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard
1917,https://www.ted.com/talks/maya_penn_meet_a_young_entrepreneur_cartoonist_designer_activist,https://embed.ted.com/talks/maya_penn_meet_a_young_entrepreneur_cartoonist_designer_activist
1091,https://www.ted.com/talks/eli_pariser_beware_online_filter_bubbles,https://embed.ted.com/talks/eli_pariser_beware_online_filter_bubbles
2633,https://www.ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change,https://embed.ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change
1573,https://www.ted.com/talks/read_montague_what_we_re_learning_from_5_000_brains,https://embed.ted.com/talks/read_montague_what_we_re_learning_from_5_000_brains
848,https://www.ted.com/talks/simon_sinek_how_great_leaders_inspire_action,https://embed.ted.com/talks/simon_sinek_how_great_leaders_inspire_action
71,https://www.ted.com/talks/rick_warren_on_a_life_of_purpose,https://embed.ted.com/talks/rick_warren_on_a_life_of_purpose
1308,https://www.ted.com/talks/antonio_damasio_the_quest_to_understand_consciousness,https://embed.ted.com/talks/antonio_damasio_the_quest_to_understand_consciousness
2463,https://www.ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color,https://embed.ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color
105,https://www.ted.com/talks/jeff_bezos_on_the_next_web_innovation,https://embed.ted.com/talks/jeff_bezos_on_the_next_web_innovation
1649,https://www.ted.com/talks/colin_powell_kids_need_structure,https://embed.ted.com/talks/colin_powell_kids_need_structure
2553,https://www.ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history,https://embed.ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history
2557,https://www.ted.com/talks/ed_boyden_baby_diapers_inspired_this_new_way_to_study_the_brain,https://embed.ted.com/talks/ed_boyden_baby_diapers_inspired_this_new_way_to_study_the_brain
1652,https://www.ted.com/talks/steven_schwaitzberg_a_universal_translator_for_surgeons,https://embed.ted.com/talks/steven_schwaitzberg_a_universal_translator_for_surgeons
2828,https://www.ted.com/talks/francoise_mouly_the_stories_behind_the_new_yorker_s_iconic_covers,https://embed.ted.com/talks/francoise_mouly_the_stories_behind_the_new_yorker_s_iconic_covers
634,https://www.ted.com/talks/bjarke_ingels_3_warp_speed_architecture_tales,https://embed.ted.com/talks/bjarke_ingels_3_warp_speed_architecture_tales
518,https://www.ted.com/talks/matthew_childs_9_rules_of_rock_climbing,https://embed.ted.com/talks/matthew_childs_9_rules_of_rock_climbing
2369,https://www.ted.com/talks/andreas_ekstrom_the_moral_bias_behind_your_search_results,https://embed.ted.com/talks/andreas_ekstrom_the_moral_bias_behind_your_search_results
1747,https://www.ted.com/talks/phil_hansen_embrace_the_shake,https://embed.ted.com/talks/phil_hansen_embrace_the_shake
1471,https://www.ted.com/talks/john_hodgman_design_explained,https://embed.ted.com/talks/john_hodgman_design_explained
2470,https://www.ted.com/talks/knut_haanaes_two_reasons_companies_fail_and_how_to_avoid_them,https://embed.ted.com/talks/knut_haanaes_two_reasons_companies_fail_and_how_to_avoid_them
2199,https://www.ted.com/talks/ben_wellington_how_we_found_the_worst_place_to_park_in_new_york_city_using_big_data,https://embed.ted.com/talks/ben_wellington_how_we_found_the_worst_place_to_park_in_new_york_city_using_big_data
1138,https://www.ted.com/talks/suzanne_lee_grow_your_own_clothes,https://embed.ted.com/talks/suzanne_lee_grow_your_own_clothes
949,https://www.ted.com/talks/sugata_mitra_the_child_driven_education,https://embed.ted.com/talks/sugata_mitra_the_child_driven_education
738,https://www.ted.com/talks/charles_fleischer_insists_all_things_are_moleeds,https://embed.ted.com/talks/charles_fleischer_insists_all_things_are_moleeds
412,https://www.ted.com/talks/nick_sears_demos_the_orb,https://embed.ted.com/talks/nick_sears_demos_the_orb
2009,https://www.ted.com/talks/kitra_cahana_stories_of_the_homeless_and_hidden,https://embed.ted.com/talks/kitra_cahana_stories_of_the_homeless_and_hidden
2372,https://www.ted.com/talks/chelsea_shields_how_i_m_working_for_change_inside_my_church,https://embed.ted.com/talks/chelsea_shields_how_i_m_working_for_change_inside_my_church
65,https://www.ted.com/talks/jeff_han_demos_his_breakthrough_touchscreen,https://embed.ted.com/talks/jeff_han_demos_his_breakthrough_touchscreen
1920,https://www.ted.com/talks/teddy_cruz_how_architectural_innovations_migrate_across_borders,https://embed.ted.com/talks/teddy_cruz_how_architectural_innovations_migrate_across_borders
319,https://www.ted.com/talks/kevin_kelly_on_the_next_5_000_days_of_the_web,https://embed.ted.com/talks/kevin_kelly_on_the_next_5_000_days_of_the_web
2637,https://www.ted.com/talks/kate_adams_4_larger_than_life_lessons_from_soap_operas,https://embed.ted.com/talks/kate_adams_4_larger_than_life_lessons_from_soap_operas
2103,https://www.ted.com/talks/jeff_iliff_one_more_reason_to_get_a_good_night_s_sleep,https://embed.ted.com/talks/jeff_iliff_one_more_reason_to_get_a_good_night_s_sleep
2289,https://www.ted.com/talks/maryn_mckenna_what_do_we_do_when_antibiotics_don_t_work_any_more,https://embed.ted.com/talks/maryn_mckenna_what_do_we_do_when_antibiotics_don_t_work_any_more
2474,https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers,https://embed.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers
1047,https://www.ted.com/talks/deborah_rhodes,https://embed.ted.com/talks/deborah_rhodes
852,https://www.ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks,https://embed.ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks
1831,https://www.ted.com/talks/malcolm_gladwell_the_unheard_story_of_david_and_goliath,https://embed.ted.com/talks/malcolm_gladwell_the_unheard_story_of_david_and_goliath
1537,https://www.ted.com/talks/bahia_shehab_a_thousand_times_no,https://embed.ted.com/talks/bahia_shehab_a_thousand_times_no
1475,https://www.ted.com/talks/rebecca_onie_what_if_our_healthcare_system_kept_us_healthy,https://embed.ted.com/talks/rebecca_onie_what_if_our_healthcare_system_kept_us_healthy
1311,https://www.ted.com/talks/alberto_cairo_there_are_no_scraps_of_men,https://embed.ted.com/talks/alberto_cairo_there_are_no_scraps_of_men
1656,https://www.ted.com/talks/wingham_rowan_a_new_kind_of_job_market,https://embed.ted.com/talks/wingham_rowan_a_new_kind_of_job_market
2716,https://www.ted.com/talks/gretchen_carlson_david_brooks_political_common_ground_in_a_polarized_united_states,https://embed.ted.com/talks/gretchen_carlson_david_brooks_political_common_ground_in_a_polarized_united_states
1924,https://www.ted.com/talks/david_puttnam_what_happens_when_the_media_s_priority_is_profit,https://embed.ted.com/talks/david_puttnam_what_happens_when_the_media_s_priority_is_profit
1217,https://www.ted.com/talks/edward_tenner_unintended_consequences,https://embed.ted.com/talks/edward_tenner_unintended_consequences
2293,https://www.ted.com/talks/jimmy_carter_why_i_believe_the_mistreatment_of_women_is_the_number_one_human_rights_abuse,https://embed.ted.com/talks/jimmy_carter_why_i_believe_the_mistreatment_of_women_is_the_number_one_human_rights_abuse
2110,https://www.ted.com/talks/melissa_fleming_let_s_help_refugees_thrive_not_just_survive,https://embed.ted.com/talks/melissa_fleming_let_s_help_refugees_thrive_not_just_survive
748,https://www.ted.com/talks/bill_davenhall_your_health_depends_on_where_you_live,https://embed.ted.com/talks/bill_davenhall_your_health_depends_on_where_you_live
1315,https://www.ted.com/talks/sebastian_wernicke_1000_tedtalks_6_words,https://embed.ted.com/talks/sebastian_wernicke_1000_tedtalks_6_words
1120,https://www.ted.com/talks/sarah_kaminsky,https://embed.ted.com/talks/sarah_kaminsky
1928,https://www.ted.com/talks/rupal_patel_synthetic_voices_as_unique_as_fingerprints,https://embed.ted.com/talks/rupal_patel_synthetic_voices_as_unique_as_fingerprints
1337,https://www.ted.com/talks/brian_goldman_doctors_make_mistakes_can_we_talk_about_that,https://embed.ted.com/talks/brian_goldman_doctors_make_mistakes_can_we_talk_about_that
1498,https://www.ted.com/talks/alanna_shaikh_how_i_m_preparing_to_get_alzheimer_s,https://embed.ted.com/talks/alanna_shaikh_how_i_m_preparing_to_get_alzheimer_s
2313,https://www.ted.com/talks/patience_mthunzi_could_we_cure_hiv_with_lasers,https://embed.ted.com/talks/patience_mthunzi_could_we_cure_hiv_with_lasers
889,https://www.ted.com/talks/chip_conley_measuring_what_makes_life_worthwhile,https://embed.ted.com/talks/chip_conley_measuring_what_makes_life_worthwhile
433,https://www.ted.com/talks/peter_reinhart_on_bread,https://embed.ted.com/talks/peter_reinhart_on_bread
343,https://www.ted.com/talks/david_gallo_on_life_in_the_deep_oceans,https://embed.ted.com/talks/david_gallo_on_life_in_the_deep_oceans
2023,https://www.ted.com/talks/ruth_chang_how_to_make_hard_choices,https://embed.ted.com/talks/ruth_chang_how_to_make_hard_choices
1159,https://www.ted.com/talks/stefan_sagmeister_7_rules_for_making_more_happiness,https://embed.ted.com/talks/stefan_sagmeister_7_rules_for_making_more_happiness
2569,https://www.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs,https://embed.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs
347,https://www.ted.com/talks/carmen_agra_deedy_spins_stories,https://embed.ted.com/talks/carmen_agra_deedy_spins_stories
2488,https://www.ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza,https://embed.ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza
2310,https://www.ted.com/talks/alix_generous_how_i_learned_to_communicate_my_inner_life_with_asperger_s,https://embed.ted.com/talks/alix_generous_how_i_learned_to_communicate_my_inner_life_with_asperger_s
2775,https://www.ted.com/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend,https://embed.ted.com/talks/karim_abouelnaga_a_summer_school_kids_actually_want_to_attend
553,https://www.ted.com/talks/joachim_de_posada_says_don_t_eat_the_marshmallow_yet,https://embed.ted.com/talks/joachim_de_posada_says_don_t_eat_the_marshmallow_yet
2031,https://www.ted.com/talks/billy_collins_two_poems_about_what_dogs_think_probably,https://embed.ted.com/talks/billy_collins_two_poems_about_what_dogs_think_probably
1160,https://www.ted.com/talks/aaron_o_connell_making_sense_of_a_visible_quantum_object,https://embed.ted.com/talks/aaron_o_connell_making_sense_of_a_visible_quantum_object
131,https://www.ted.com/talks/anand_agarawala_demos_his_bumptop_desktop,https://embed.ted.com/talks/anand_agarawala_demos_his_bumptop_desktop
1776,https://www.ted.com/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon,https://embed.ted.com/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon
2401,https://www.ted.com/talks/tim_harford_how_messy_problems_can_inspire_creativity,https://embed.ted.com/talks/tim_harford_how_messy_problems_can_inspire_creativity
345,https://www.ted.com/talks/keith_bellows_on_the_camel_s_hump,https://embed.ted.com/talks/keith_bellows_on_the_camel_s_hump
972,https://www.ted.com/talks/tim_jackson_s_economic_reality_check,https://embed.ted.com/talks/tim_jackson_s_economic_reality_check
1953,https://www.ted.com/talks/larry_page_where_s_google_going_next,https://embed.ted.com/talks/larry_page_where_s_google_going_next
766,https://www.ted.com/talks/blaise_aguera,https://embed.ted.com/talks/blaise_aguera
1849,https://www.ted.com/talks/hetain_patel_who_am_i_think_again,https://embed.ted.com/talks/hetain_patel_who_am_i_think_again
1344,https://www.ted.com/talks/shawn_achor_the_happy_secret_to_better_work,https://embed.ted.com/talks/shawn_achor_the_happy_secret_to_better_work
2779,https://www.ted.com/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves,https://embed.ted.com/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves
1069,https://www.ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work,https://embed.ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work
769,https://www.ted.com/talks/aimee_mullins_the_opportunity_of_adversity,https://embed.ted.com/talks/aimee_mullins_the_opportunity_of_adversity
1685,https://www.ted.com/talks/ron_finley_a_guerilla_gardener_in_south_central_la,https://embed.ted.com/talks/ron_finley_a_guerilla_gardener_in_south_central_la
2572,https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes,https://embed.ted.com/talks/christopher_bell_bring_on_the_female_superheroes
2231,https://www.ted.com/talks/barat_ali_batoor_my_desperate_journey_with_a_human_smuggler,https://embed.ted.com/talks/barat_ali_batoor_my_desperate_journey_with_a_human_smuggler
2651,https://www.ted.com/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies,https://embed.ted.com/talks/paul_knoepfler_the_ethical_dilemma_of_designer_babies
8,https://www.ted.com/talks/david_rockwell_builds_at_ground_zero,https://embed.ted.com/talks/david_rockwell_builds_at_ground_zero
33,https://www.ted.com/talks/thomas_barnett_draws_a_new_map_for_peace,https://embed.ted.com/talks/thomas_barnett_draws_a_new_map_for_peace
1762,https://www.ted.com/talks/rodney_brooks_why_we_will_rely_on_robots,https://embed.ted.com/talks/rodney_brooks_why_we_will_rely_on_robots
1587,https://www.ted.com/talks/beau_lotto_amy_o_toole_science_is_for_everyone_kids_included,https://embed.ted.com/talks/beau_lotto_amy_o_toole_science_is_for_everyone_kids_included
2317,https://www.ted.com/talks/seth_berkley_the_troubling_reason_why_vaccines_are_made_too_late_if_they_re_made_at_all,https://embed.ted.com/talks/seth_berkley_the_troubling_reason_why_vaccines_are_made_too_late_if_they_re_made_at_all
1852,https://www.ted.com/talks/parul_sehgal_an_ode_to_envy,https://embed.ted.com/talks/parul_sehgal_an_ode_to_envy
2133,https://www.ted.com/talks/leana_wen_what_your_doctor_won_t_disclose,https://embed.ted.com/talks/leana_wen_what_your_doctor_won_t_disclose
22,https://www.ted.com/talks/michael_shermer_on_believing_strange_things,https://embed.ted.com/talks/michael_shermer_on_believing_strange_things
894,https://www.ted.com/talks/hillel_cooperman_legos_for_grownups,https://embed.ted.com/talks/hillel_cooperman_legos_for_grownups
38,https://www.ted.com/talks/ray_kurzweil_on_how_technology_will_transform_us,https://embed.ted.com/talks/ray_kurzweil_on_how_technology_will_transform_us
439,https://www.ted.com/talks/jamais_cascio_looks_ahead,https://embed.ted.com/talks/jamais_cascio_looks_ahead
669,https://www.ted.com/talks/becky_blanton_the_year_i_was_homeless,https://embed.ted.com/talks/becky_blanton_the_year_i_was_homeless
1689,https://www.ted.com/talks/david_anderson_your_brain_is_more_than_a_bag_of_chemicals,https://embed.ted.com/talks/david_anderson_your_brain_is_more_than_a_bag_of_chemicals
1413,https://www.ted.com/talks/lucy_mcrae_how_can_technology_transform_the_human_body,https://embed.ted.com/talks/lucy_mcrae_how_can_technology_transform_the_human_body
670,https://www.ted.com/talks/marcus_du_sautoy_symmetry_reality_s_riddle,https://embed.ted.com/talks/marcus_du_sautoy_symmetry_reality_s_riddle
896,https://www.ted.com/talks/clay_shirky_how_cognitive_surplus_will_change_the_world,https://embed.ted.com/talks/clay_shirky_how_cognitive_surplus_will_change_the_world
1581,https://www.ted.com/talks/ryan_merkley_online_video_annotated_remixed_and_popped,https://embed.ted.com/talks/ryan_merkley_online_video_annotated_remixed_and_popped
899,https://www.ted.com/talks/stephen_palumbi_following_the_mercury_trail,https://embed.ted.com/talks/stephen_palumbi_following_the_mercury_trail
560,https://www.ted.com/talks/ray_kurzweil_announces_singularity_university,https://embed.ted.com/talks/ray_kurzweil_announces_singularity_university
680,https://www.ted.com/talks/stefana_broadbent_how_the_internet_enables_intimacy,https://embed.ted.com/talks/stefana_broadbent_how_the_internet_enables_intimacy
1690,https://www.ted.com/talks/stewart_brand_the_dawn_of_de_extinction_are_you_ready,https://embed.ted.com/talks/stewart_brand_the_dawn_of_de_extinction_are_you_ready
2234,https://www.ted.com/talks/paul_tudor_jones_ii_why_we_need_to_rethink_capitalism,https://embed.ted.com/talks/paul_tudor_jones_ii_why_we_need_to_rethink_capitalism
2493,https://www.ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers,https://embed.ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers
2411,https://www.ted.com/talks/oscar_schwartz_can_a_computer_write_poetry,https://embed.ted.com/talks/oscar_schwartz_can_a_computer_write_poetry
1855,https://www.ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator,https://embed.ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator
563,https://www.ted.com/talks/pete_alcorn_s_vision_of_a_better_world,https://embed.ted.com/talks/pete_alcorn_s_vision_of_a_better_world
23,https://www.ted.com/talks/peter_gabriel_fights_injustice_with_video,https://embed.ted.com/talks/peter_gabriel_fights_injustice_with_video
2035,https://www.ted.com/talks/chris_domas_the_1s_and_0s_behind_cyber_warfare,https://embed.ted.com/talks/chris_domas_the_1s_and_0s_behind_cyber_warfare
2575,https://www.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress,https://embed.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress
2136,https://www.ted.com/talks/rosie_king_how_autism_freed_me_to_be_myself,https://embed.ted.com/talks/rosie_king_how_autism_freed_me_to_be_myself
443,https://www.ted.com/talks/aimee_mullins_on_running,https://embed.ted.com/talks/aimee_mullins_on_running
1596,https://www.ted.com/talks/lemn_sissay_a_child_of_the_state,https://embed.ted.com/talks/lemn_sissay_a_child_of_the_state
