Video_ID,url
1159,https://www.ted.com/talks/stefan_sagmeister_7_rules_for_making_more_happiness
116,https://www.ted.com/talks/dan_dennett_on_dangerous_memes
1160,https://www.ted.com/talks/aaron_o_connell_making_sense_of_a_visible_quantum_object
1161,https://www.ted.com/talks/jessi_arrington_wearing_nothing_new
1162,https://www.ted.com/talks/damon_horowitz
1163,https://www.ted.com/talks/jack_horner_building_a_dinosaur_from_a_chicken
1164,https://www.ted.com/talks/janet_echelman
1165,https://www.ted.com/talks/paul_romer_the_world_s_first_charter_city
1166,https://www.ted.com/talks/alice_dreger_is_anatomy_destiny
1167,https://www.ted.com/talks/jd_schramm
1168,https://www.ted.com/talks/daniel_kraft_medicine_s_future
1169,https://www.ted.com/talks/shea_hembrey_how_i_became_100_artists
117,https://www.ted.com/talks/natalie_macmaster_fiddles_in_reel_time
1170,https://www.ted.com/talks/steve_keil_a_manifesto_for_play_for_bulgaria_and_beyond
1171,https://www.ted.com/talks/camille_seaman_haunting_photos_of_ice
1172,https://www.ted.com/talks/onyx_ashanti_this_is_beatjazz
1173,https://www.ted.com/talks/maya_beiser_s_and_her_cello_s
1174,https://www.ted.com/talks/bill_ford_a_future_beyond_traffic_gridlock
1175,https://www.ted.com/talks/daniel_tammet_different_ways_of_knowing
1176,https://www.ted.com/talks/jok_church_a_circle_of_caring
1177,https://www.ted.com/talks/honor_harger_a_history_of_the_universe_in_sound
1178,https://www.ted.com/talks/joshua_walters_on_being_just_crazy_enough
1179,https://www.ted.com/talks/emiliano_salinas_a_civil_response_to_violence
118,https://www.ted.com/talks/sergey_brin_and_larry_page_on_google
1180,https://www.ted.com/talks/rajesh_rao_computing_a_rosetta_stone_for_the_indus_script
1181,https://www.ted.com/talks/dave_debronkart_meet_e_patient_dave
1182,https://www.ted.com/talks/robert_hammond_building_a_park_in_the_sky
1183,https://www.ted.com/talks/matt_cutts_try_something_new_for_30_days
1184,https://www.ted.com/talks/nathan_myhrvold_cut_your_food_in_half
1185,https://www.ted.com/talks/jonathan_drori_the_beautiful_tricks_of_flowers
1186,https://www.ted.com/talks/simon_lewis_don_t_take_consciousness_for_granted
1187,https://www.ted.com/talks/nina_tandon_caring_for_cells
1188,https://www.ted.com/talks/rebecca_mackinnon_let_s_take_back_the_internet
1189,https://www.ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism
119,https://www.ted.com/talks/stew_says_black_men_ski
1190,https://www.ted.com/talks/tim_harford
1191,https://www.ted.com/talks/nadia_al_sakkaf_see_yemen_through_my_eyes
1192,https://www.ted.com/talks/mikko_hypponen_fighting_viruses_defending_the_net
1193,https://www.ted.com/talks/thandie_newton_embracing_otherness_embracing_myself
1194,https://www.ted.com/talks/kevin_slavin_how_algorithms_shape_our_world
1195,https://www.ted.com/talks/a_robot_that_flies_like_a_bird
1196,https://www.ted.com/talks/rory_stewart_time_to_end_the_war_in_afghanistan
1197,https://www.ted.com/talks/geoffrey_west_the_surprising_math_of_cities_and_corporations
1198,https://www.ted.com/talks/paul_bloom_the_origins_of_pleasure
1199,https://www.ted.com/talks/josette_sheeran_ending_hunger_now
12,https://www.ted.com/talks/eva_vertes_looks_to_the_future_of_medicine
1200,https://www.ted.com/talks/julian_treasure_5_ways_to_listen_better
1201,https://www.ted.com/talks/adam_ostrow_after_your_final_status_update
1202,https://www.ted.com/talks/harald_haas_wireless_data_from_every_light_bulb
1203,https://www.ted.com/talks/mark_pagel_how_language_transformed_humanity
1204,https://www.ted.com/talks/jessica_green_are_we_filtering_the_wrong_microbes
1205,https://www.ted.com/talks/eve_ensler
1206,https://www.ted.com/talks/zimchallenge
1207,https://www.ted.com/talks/alex_steffen
1208,https://www.ted.com/talks/dyan_denapoli_the_great_penguin_rescue
1209,https://www.ted.com/talks/jeremy_gilley_one_day_of_peace
121,https://www.ted.com/talks/james_howard_kunstler_dissects_suburbia
1210,https://www.ted.com/talks/lucianne_walkowicz_finding_planets_around_other_stars
1211,https://www.ted.com/talks/marco_tempest_the_magic_of_truth_and_lies_on_ipods
1212,https://www.ted.com/talks/dan_ariely_beware_conflicts_of_interest
1213,https://www.ted.com/talks/svante_paeaebo_dna_clues_to_our_inner_neanderthal
1214,https://www.ted.com/talks/julia_bacha
1215,https://www.ted.com/talks/skylar_tibbits_can_we_make_things_that_make_themselves
1216,https://www.ted.com/talks/joan_halifax
1217,https://www.ted.com/talks/edward_tenner_unintended_consequences
1218,https://www.ted.com/talks/lee_cronin_making_matter_come_alive
1219,https://www.ted.com/talks/raghava_kk_shake_up_your_story
122,https://www.ted.com/talks/david_kelley_on_human_centered_design
1220,https://www.ted.com/talks/yasheng_huang
1221,https://www.ted.com/talks/misha_glenny_hire_the_hackers
1222,https://www.ted.com/talks/kate_hartman_the_art_of_wearable_communication
1223,https://www.ted.com/talks/richard_resnick_welcome_to_the_genomic_revolution
1224,https://www.ted.com/talks/lauren_zalaznick
1226,https://www.ted.com/talks/niall_ferguson_the_6_killer_apps_of_prosperity
1227,https://www.ted.com/talks/what_we_learned_from_5_million_books
1228,https://www.ted.com/talks/amy_lockwood_selling_condoms_in_the_congo
1229,https://www.ted.com/talks/elizabeth_murchison
123,https://www.ted.com/talks/stewart_brand_on_squatter_cities
1230,https://www.ted.com/talks/sunni_brown
1231,https://www.ted.com/talks/abraham_verghese_a_doctor_s_touch
1232,https://www.ted.com/talks/geoff_mulgan_a_short_intro_to_the_studio_school
1233,https://www.ted.com/talks/jarreth_merz_filming_democracy_in_ghana
1234,https://www.ted.com/talks/ben_goldacre_battling_bad_science
1235,https://www.ted.com/talks/danielle_de_niese_a_flirtatious_aria
1236,https://www.ted.com/talks/yang_lan
1237,https://www.ted.com/talks/christophe_adami_finding_life_we_can_t_imagine
1238,https://www.ted.com/talks/graham_hill_less_stuff_more_happiness
1239,https://www.ted.com/talks/mike_biddle
1240,https://www.ted.com/talks/charles_hazlewood
1241,https://www.ted.com/talks/alison_gopnik_what_do_babies_think
1243,https://www.ted.com/talks/richard_seymour_how_beauty_feels
1244,https://www.ted.com/talks/ian_ritchie_the_day_i_turned_down_tim_berners_lee
1246,https://www.ted.com/talks/pamela_meyer_how_to_spot_a_liar
1247,https://www.ted.com/talks/jae_rhim_lee
1248,https://www.ted.com/talks/bunker_roy
1249,https://www.ted.com/talks/justin_hall_tipping_freeing_energy_from_the_grid
125,https://www.ted.com/talks/jeff_hawkins_on_how_brain_science_will_change_computing
1250,https://www.ted.com/talks/guy_philippe_goldstein_how_cyberattacks_threaten_real_world_peace
1251,https://www.ted.com/talks/todd_kuiken_a_prosthetic_arm_that_feels
1252,https://www.ted.com/talks/nathalie_miebach
1253,https://www.ted.com/talks/richard_wilkinson
1255,https://www.ted.com/talks/malcolm_gladwell
1256,https://www.ted.com/talks/jay_bradner_open_source_cancer_research
1257,https://www.ted.com/talks/beatrice_coron_stories_cut_from_paper
1258,https://www.ted.com/talks/hasan_elahi
1259,https://www.ted.com/talks/paul_zak_trust_morality_and_oxytocin
126,https://www.ted.com/talks/tierney_thys_swims_with_the_giant_sunfish
1260,https://www.ted.com/talks/anna_mracek_dietrich_a_plane_you_can_drive
1261,https://www.ted.com/talks/daniel_wolpert_the_real_reason_for_brains
1262,https://www.ted.com/talks/marco_tempest_the_augmented_reality_of_techno_magic
1263,https://www.ted.com/talks/sandra_fisher_martins_the_right_to_understand
1264,https://www.ted.com/talks/martin_hanczyc_the_line_between_life_and_not_life
1265,https://www.ted.com/talks/aparna_rao_high_tech_art_with_a_sense_of_humor
1266,https://www.ted.com/talks/ben_kacyra_ancient_wonders_captured_in_3d
1267,https://www.ted.com/talks/allan_jones_a_map_of_the_brain
1269,https://www.ted.com/talks/charlie_todd_the_shared_experience_of_absurdity
127,https://www.ted.com/talks/ngozi_okonjo_iweala_on_doing_business_in_africa
1270,https://www.ted.com/talks/alexander_tsiaras_conception_to_birth_visualized
1271,https://www.ted.com/talks/yves_rossy_fly_with_the_jetman
1272,https://www.ted.com/talks/thomas_suarez_a_12_year_old_app_developer
1274,https://www.ted.com/talks/cynthia_kenyon_experiments_that_hint_of_longer_lives
1276,https://www.ted.com/talks/robin_ince_science_versus_wonder
128,https://www.ted.com/talks/john_doerr_sees_salvation_and_profit_in_greentech
1280,https://www.ted.com/talks/phil_plait_how_to_defend_earth_from_asteroids
1281,https://www.ted.com/talks/peter_fankhauser_meet_rezero_the_dancing_ballbot
1282,https://www.ted.com/talks/joe_sabia_the_technology_of_storytelling
1283,https://www.ted.com/talks/louie_schwartzberg_nature_beauty_gratitude
1284,https://www.ted.com/talks/britta_riley_a_garden_in_my_apartment
1285,https://www.ted.com/talks/amy_purdy_living_beyond_limits
1286,https://www.ted.com/talks/damon_horowitz_philosophy_in_prison
1287,https://www.ted.com/talks/kathryn_schulz_don_t_regret_regret
1288,https://www.ted.com/talks/karen_tse_how_to_stop_torture
1289,https://www.ted.com/talks/annie_murphy_paul_what_we_learn_before_we_re_born
129,https://www.ted.com/talks/blaise_aguera_y_arcas_demos_photosynth
1290,https://www.ted.com/talks/john_bohannon_dance_vs_powerpoint_a_modest_proposal
1291,https://www.ted.com/talks/charles_limb_building_the_musical_muscle
1293,https://www.ted.com/talks/sarah_kay_how_many_lives_can_you_live
1294,https://www.ted.com/talks/srdja_popovic_how_to_topple_a_dictator
1295,https://www.ted.com/talks/luis_von_ahn_massive_scale_online_collaboration
1296,https://www.ted.com/talks/cheryl_hayashi_the_magnificence_of_spider_silk
1297,https://www.ted.com/talks/yoav_medan_ultrasound_surgery_healing_without_cuts
1298,https://www.ted.com/talks/stefon_harris_there_are_no_mistakes_on_the_bandstand
13,https://www.ted.com/talks/frank_gehry_asks_then_what
130,https://www.ted.com/talks/bob_thurman_says_we_can_be_buddhas
1301,https://www.ted.com/talks/monika_bulaj_the_hidden_light_of_afghanistan
1302,https://www.ted.com/talks/quyen_nguyen_color_coded_surgery
1303,https://www.ted.com/talks/pavan_sukhdev_what_s_the_price_of_nature
1304,https://www.ted.com/talks/homaro_cantu_ben_roche_cooking_as_alchemy
1305,https://www.ted.com/talks/ramona_pierson_an_unexpected_place_of_healing
1306,https://www.ted.com/talks/roger_doiron_my_subversive_garden_plot
1308,https://www.ted.com/talks/antonio_damasio_the_quest_to_understand_consciousness
1309,https://www.ted.com/talks/sheila_nirenberg_a_prosthetic_eye_to_treat_blindness
131,https://www.ted.com/talks/anand_agarawala_demos_his_bumptop_desktop
1310,https://www.ted.com/talks/daniel_goldstein_the_battle_between_your_present_and_future_self
1311,https://www.ted.com/talks/alberto_cairo_there_are_no_scraps_of_men
1312,https://www.ted.com/talks/aj_jacobs_how_healthy_living_nearly_killed_me
1313,https://www.ted.com/talks/jane_fonda_life_s_third_act
1314,https://www.ted.com/talks/paddy_ashdown_the_global_power_shift
1315,https://www.ted.com/talks/sebastian_wernicke_1000_tedtalks_6_words
1318,https://www.ted.com/talks/tyler_cowen_be_suspicious_of_stories
1320,https://www.ted.com/talks/award_winning_teen_age_science_in_action
1321,https://www.ted.com/talks/jonas_gahr_store_in_defense_of_dialogue
1322,https://www.ted.com/talks/drew_berry_animations_of_unseeable_biology
1323,https://www.ted.com/talks/morley_sings_women_of_hope
1326,https://www.ted.com/talks/sonaar_luthra_meet_the_water_canary
1327,https://www.ted.com/talks/alain_de_botton_atheism_2_0
1328,https://www.ted.com/talks/mikko_hypponen_three_types_of_online_attack
1329,https://www.ted.com/talks/defend_our_freedom_to_share_or_why_sopa_is_a_bad_idea
1330,https://www.ted.com/talks/sheena_iyengar_choosing_what_to_choose
1332,https://www.ted.com/talks/bilal_bomani_plant_fuels_that_could_power_a_jet
1334,https://www.ted.com/talks/julian_baggini_is_there_a_real_you
1335,https://www.ted.com/talks/lisa_harouni_a_primer_on_3d_printing
1336,https://www.ted.com/talks/diana_nyad_extreme_swimming_with_the_world_s_most_dangerous_jellyfish
1337,https://www.ted.com/talks/brian_goldman_doctors_make_mistakes_can_we_talk_about_that
1338,https://www.ted.com/talks/ariel_garten_know_thyself_with_a_brain_scanner
1339,https://www.ted.com/talks/gayle_tzemach_lemmon_women_entrepreneurs_example_not_exception
1341,https://www.ted.com/talks/mick_mountz_the_hidden_world_of_box_packing
1342,https://www.ted.com/talks/peter_van_uhm_why_i_chose_a_gun
1343,https://www.ted.com/talks/bill_doyle_treating_cancer_with_electric_fields
1344,https://www.ted.com/talks/shawn_achor_the_happy_secret_to_better_work
1345,https://www.ted.com/talks/erica_frenkel_the_universal_anesthesia_machine
1346,https://www.ted.com/talks/danny_hillis_back_to_the_future_of_1994
1347,https://www.ted.com/talks/nancy_duarte_the_secret_structure_of_great_talks
1349,https://www.ted.com/talks/neil_burgess_how_your_brain_tells_you_where_you_are
1350,https://www.ted.com/talks/stephen_coleman_the_moral_dangers_of_non_lethal_weapons
1351,https://www.ted.com/talks/sheikha_al_mayassa_globalizing_the_local_localizing_the_global
1352,https://www.ted.com/talks/jack_horner_shape_shifting_dinosaurs
1353,https://www.ted.com/talks/erik_johansson_impossible_photography
1355,https://www.ted.com/talks/drew_dudley_everyday_leadership
1356,https://www.ted.com/talks/tyrone_hayes_penelope_jagessar_chaffer_the_toxic_baby
1357,https://www.ted.com/talks/jenna_mccarthy_what_you_don_t_know_about_marriage
1359,https://www.ted.com/talks/lucien_engelen_crowdsource_your_health
1360,https://www.ted.com/talks/simon_berrow_how_do_you_save_a_shark_you_know_nothing_about
1361,https://www.ted.com/talks/paul_conneally_digital_humanitarianism
1362,https://www.ted.com/talks/garth_lenz_images_of_beauty_and_devastation
1364,https://www.ted.com/talks/neil_macgregor_2600_years_of_history_in_one_object
1365,https://www.ted.com/talks/chris_bliss_comedy_is_translation
1366,https://www.ted.com/talks/shilo_shiv_suleman_using_tech_to_enable_dreaming
1367,https://www.ted.com/talks/shlomo_benartzi_saving_more_tomorrow
1368,https://www.ted.com/talks/tan_le_my_immigration_story
1370,https://www.ted.com/talks/avi_rubin_all_your_devices_can_be_hacked
1371,https://www.ted.com/talks/kevin_allocca_why_videos_go_viral
1372,https://www.ted.com/talks/paul_snelgrove_a_census_of_the_ocean
1373,https://www.ted.com/talks/daniel_pauly_the_ocean_s_shifting_baseline
1374,https://www.ted.com/talks/paul_gilding_the_earth_is_full
1375,https://www.ted.com/talks/peter_diamandis_abundance_is_our_future
1376,https://www.ted.com/talks/vijay_kumar_robots_that_fly_and_cooperate
1377,https://www.ted.com/talks/susan_cain_the_power_of_introverts
1378,https://www.ted.com/talks/bryan_stevenson_we_need_to_talk_about_an_injustice
1379,https://www.ted.com/talks/andrew_stanton_the_clues_to_a_great_story
1380,https://www.ted.com/talks/james_hansen_why_i_must_speak_out_about_climate_change
1381,https://www.ted.com/talks/jennifer_pahlka_coding_a_better_government
1382,https://www.ted.com/talks/a_ted_speaker_s_worst_nightmare
1384,https://www.ted.com/talks/larry_smith_why_you_will_fail_to_have_a_great_career
1389,https://www.ted.com/talks/jonathan_haidt_humanity_s_stairway_to_self_transcendence
139,https://www.ted.com/talks/stephen_lawler_tours_microsoft_virtual_earth
1390,https://www.ted.com/talks/rob_reid_the_8_billion_ipod
1391,https://www.ted.com/talks/brene_brown_listening_to_shame
1394,https://www.ted.com/talks/t_boone_pickens_let_s_transform_energy_with_natural_gas
1396,https://www.ted.com/talks/noel_bairey_merz_the_single_biggest_health_threat_women_face
1397,https://www.ted.com/talks/taylor_wilson_yup_i_built_a_nuclear_fusion_reactor
1398,https://www.ted.com/talks/billy_collins_everyday_moments_caught_in_time
1399,https://www.ted.com/talks/peter_saul_let_s_talk_about_dying
14,https://www.ted.com/talks/golan_levin_on_software_as_art
140,https://www.ted.com/talks/hans_rosling_reveals_new_insights_on_poverty
1401,https://www.ted.com/talks/donald_sadoway_the_missing_link_to_renewable_energy
1402,https://www.ted.com/talks/regina_dugan_from_mach_20_glider_to_humming_bird_drone
1403,https://www.ted.com/talks/leymah_gbowee_unlock_the_intelligence_passion_greatness_of_girls
1404,https://www.ted.com/talks/ayah_bdeir_building_blocks_that_blink_beep_and_teach
1405,https://www.ted.com/talks/marco_tempest_a_magical_tale_with_augmented_reality
1407,https://www.ted.com/talks/rick_falkvinge_i_am_a_pirate
1409,https://www.ted.com/talks/sherry_turkle_alone_together
141,https://www.ted.com/talks/bill_stone_explores_the_earth_and_space
1410,https://www.ted.com/talks/chip_kidd_designing_books_is_no_laughing_matter_ok_it_is
1411,https://www.ted.com/talks/jack_choi_on_the_virtual_dissection_table
1412,https://www.ted.com/talks/jonathan_foley_the_other_inconvenient_truth
1413,https://www.ted.com/talks/lucy_mcrae_how_can_technology_transform_the_human_body
1416,https://www.ted.com/talks/frank_warren_half_a_million_secrets
1417,https://www.ted.com/talks/frans_de_waal_do_animals_have_morals
1418,https://www.ted.com/talks/melinda_gates_let_s_put_birth_control_back_on_the_agenda
